ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
ENSG00000142606,Tier 3A,MMEL1,1,2522078,2564481,-1,membrane metallo-endopeptidase-like 1 [Source:HGNC Symbol;Acc:14668],4,N,Y,N
ENSG00000142615,Tier 3A,CELA2A,1,15783223,15798586,1,"chymotrypsin-like elastase family, member 2A [Source:HGNC Symbol;Acc:24609]",0,N,Y,N
ENSG00000143119,Tier 3A,CD53,1,111415775,111442550,1,CD53 molecule [Source:HGNC Symbol;Acc:1686],0,N,Y,N
ENSG00000143125,Tier 3A,PROK1,1,110993822,110999976,1,prokineticin 1 [Source:HGNC Symbol;Acc:18454],0,N,Y,N
ENSG00000143196,Tier 3A,DPT,1,168664697,168698502,-1,dermatopontin [Source:HGNC Symbol;Acc:3011],1,N,Y,N
ENSG00000143226,Tier 3A,FCGR2A,1,161475220,161493803,1,"Fc fragment of IgG, low affinity IIa, receptor (CD32) [Source:HGNC Symbol;Acc:3616]",6,N,Y,N
ENSG00000143278,Tier 3A,F13B,1,197008321,197036397,-1,"coagulation factor XIII, B polypeptide [Source:HGNC Symbol;Acc:3534]",4,N,Y,N
ENSG00000143297,Tier 3A,FCRL5,1,157483167,157522310,-1,Fc receptor-like 5 [Source:HGNC Symbol;Acc:18508],0,N,Y,N
ENSG00000143321,Tier 3A,HDGF,1,156711899,156736717,-1,hepatoma-derived growth factor [Source:HGNC Symbol;Acc:4856],1,N,Y,N
ENSG00000143556,Tier 3A,S100A7,1,153430220,153433177,-1,S100 calcium binding protein A7 [Source:HGNC Symbol;Acc:10497],0,N,Y,N
ENSG00000143641,Tier 3A,GALNT2,1,230193536,230417870,1,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2) [Source:HGNC Symbol;Acc:4124],11,N,Y,N
ENSG00000143869,Tier 3A,GDF7,2,20866424,20873418,1,growth differentiation factor 7 [Source:HGNC Symbol;Acc:4222],0,N,Y,N
ENSG00000143870,Tier 3A,PDIA6,2,10923517,10978103,-1,"protein disulfide isomerase family A, member 6 [Source:HGNC Symbol;Acc:30168]",0,N,Y,N
ENSG00000144339,Tier 3A,TMEFF2,2,192813769,193060435,-1,transmembrane protein with EGF-like and two follistatin-like domains 2 [Source:HGNC Symbol;Acc:11867],0,N,Y,N
ENSG00000144455,Tier 3A,SUMF1,3,3742498,4508965,-1,sulfatase modifying factor 1 [Source:HGNC Symbol;Acc:20376],0,N,Y,N
ENSG00000144619,Tier 3A,CNTN4,3,2140497,3099645,1,contactin 4 [Source:HGNC Symbol;Acc:2174],2,N,Y,N
ENSG00000144668,Tier 3A,ITGA9,3,37493606,37865005,1,"integrin, alpha 9 [Source:HGNC Symbol;Acc:6145]",3,N,Y,N
ENSG00000144724,Tier 3A,PTPRG,3,61547243,62283288,1,"protein tyrosine phosphatase, receptor type, G [Source:HGNC Symbol;Acc:9671]",0,Y,Y,N
ENSG00000144810,Tier 3A,COL8A1,3,99357319,99518070,1,"collagen, type VIII, alpha 1 [Source:HGNC Symbol;Acc:2215]",2,N,Y,N
ENSG00000144857,Tier 3A,BOC,3,112929850,113006303,1,"BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:17173]",0,N,Y,N
ENSG00000144935,Tier 3A,TRPC1,3,142442916,142526730,1,"transient receptor potential cation channel, subfamily C, member 1 [Source:HGNC Symbol;Acc:12333]",0,Y,N,N
ENSG00000145147,Tier 3A,SLIT2,4,20254883,20622184,1,slit homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:11086],0,N,Y,N
ENSG00000145244,Tier 3A,CORIN,4,47596015,47840123,-1,"corin, serine peptidase [Source:HGNC Symbol;Acc:19012]",2,N,Y,N
ENSG00000145423,Tier 3A,SFRP2,4,154701744,154710272,-1,secreted frizzled-related protein 2 [Source:HGNC Symbol;Acc:10777],0,N,Y,N
ENSG00000145431,Tier 3A,PDGFC,4,157681606,157892546,-1,platelet derived growth factor C [Source:HGNC Symbol;Acc:8801],1,N,Y,N
ENSG00000145681,Tier 3A,HAPLN1,5,82933624,83017432,-1,hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:2380],0,N,Y,N
ENSG00000145808,Tier 3A,ADAMTS19,5,128795958,129074376,1,"ADAM metallopeptidase with thrombospondin type 1 motif, 19 [Source:HGNC Symbol;Acc:17111]",0,N,Y,N
ENSG00000145826,Tier 3A,LECT2,5,135257968,135290723,-1,leukocyte cell-derived chemotaxin 2 [Source:HGNC Symbol;Acc:6550],0,N,Y,N
ENSG00000145882,Tier 3A,PCYOX1L,5,148737570,148749216,1,prenylcysteine oxidase 1 like [Source:HGNC Symbol;Acc:28477],0,N,Y,N
ENSG00000146013,Tier 3A,GFRA3,5,137588068,137610360,-1,GDNF family receptor alpha 3 [Source:HGNC Symbol;Acc:4245],2,N,Y,N
ENSG00000146072,Tier 3A,TNFRSF21,6,47199268,47277641,-1,"tumor necrosis factor receptor superfamily, member 21 [Source:HGNC Symbol;Acc:13469]",0,N,Y,N
ENSG00000146374,Tier 3A,RSPO3,6,127439749,127518910,1,R-spondin 3 [Source:HGNC Symbol;Acc:20866],10,N,Y,N
ENSG00000147896,Tier 3A,IFNK,9,27524312,27526496,1,"interferon, kappa [Source:HGNC Symbol;Acc:21714]",8,N,Y,N
ENSG00000148180,Tier 3A,GSN,9,123970072,124095121,1,gelsolin [Source:HGNC Symbol;Acc:4620],2,N,Y,N
ENSG00000148204,Tier 3A,CRB2,9,126118449,126142603,1,crumbs homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:18688],1,N,Y,N
ENSG00000148386,Tier 3A,LCN9,9,138555168,138558268,1,lipocalin 9 [Source:HGNC Symbol;Acc:17442],0,N,Y,N
ENSG00000148926,Tier 3A,ADM,11,10326227,10328944,1,adrenomedullin [Source:HGNC Symbol;Acc:259],1,N,Y,N
ENSG00000148965,Tier 3A,SAA4,11,18252896,18258440,-1,"serum amyloid A4, constitutive [Source:HGNC Symbol;Acc:10516]",0,N,Y,N
ENSG00000149021,Tier 3A,SCGB1A1,11,62172575,62190667,1,"secretoglobin, family 1A, member 1 (uteroglobin) [Source:HGNC Symbol;Acc:12523]",4,N,Y,N
ENSG00000149131,Tier 3A,SERPING1,11,57364860,57382326,1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1 [Source:HGNC Symbol;Acc:1228]",1,N,Y,N
ENSG00000149177,Tier 3A,PTPRJ,11,48002113,48189670,1,"protein tyrosine phosphatase, receptor type, J [Source:HGNC Symbol;Acc:9673]",7,N,Y,N
ENSG00000149564,Tier 3A,ESAM,11,124622026,124632186,-1,endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:17474],1,N,Y,N
ENSG00000149577,Tier 3A,SIDT2,11,117049449,117068160,1,"SID1 transmembrane family, member 2 [Source:HGNC Symbol;Acc:24272]",8,N,Y,N
ENSG00000150275,Tier 3A,PCDH15,10,55562531,57387702,-1,protocadherin-related 15 [Source:HGNC Symbol;Acc:14674],0,N,Y,N
ENSG00000150281,Tier 3A,CTF1,16,30907928,30914881,1,cardiotrophin 1 [Source:HGNC Symbol;Acc:2499],7,N,Y,N
ENSG00000150625,Tier 3A,GPM6A,4,176554085,176923815,-1,glycoprotein M6A [Source:HGNC Symbol;Acc:4460],1,N,Y,N
ENSG00000150637,Tier 3A,CD226,18,67498394,67629039,-1,CD226 molecule [Source:HGNC Symbol;Acc:16961],7,N,Y,N
ENSG00000150938,Tier 3A,CRIM1,2,36583069,36778278,1,cysteine rich transmembrane BMP regulator 1 (chordin-like) [Source:HGNC Symbol;Acc:2359],1,N,Y,N
ENSG00000150995,Tier 3A,ITPR1,3,4535032,4889524,1,"inositol 1,4,5-trisphosphate receptor, type 1 [Source:HGNC Symbol;Acc:6180]",1,Y,N,N
ENSG00000151006,Tier 3A,PRSS53,16,31094746,31100949,-1,"protease, serine, 53 [Source:HGNC Symbol;Acc:34407]",6,N,Y,N
ENSG00000151033,Tier 3A,LYZL2,10,30900718,30918691,-1,lysozyme-like 2 [Source:HGNC Symbol;Acc:29613],1,N,Y,N
ENSG00000151388,Tier 3A,ADAMTS12,5,33523640,33892297,-1,"ADAM metallopeptidase with thrombospondin type 1 motif, 12 [Source:HGNC Symbol;Acc:14605]",0,N,Y,N
ENSG00000151468,Tier 3A,CCDC3,10,12938627,13141652,-1,coiled-coil domain containing 3 [Source:HGNC Symbol;Acc:23813],0,N,Y,N
ENSG00000151655,Tier 3A,ITIH2,10,7745232,7791483,1,inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:6167],0,N,Y,N
ENSG00000151746,Tier 3A,BICD1,12,32259769,32536567,1,bicaudal D homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:1049],0,N,Y,N
ENSG00000152402,Tier 3A,GUCY1A2,11,106544738,106889250,-1,"guanylate cyclase 1, soluble, alpha 2 [Source:HGNC Symbol;Acc:4684]",0,Y,N,N
ENSG00000152595,Tier 3A,MEPE,4,88742563,88767969,1,matrix extracellular phosphoglycoprotein [Source:HGNC Symbol;Acc:13361],2,N,Y,N
ENSG00000152785,Tier 3A,BMP3,4,81952119,81978685,1,bone morphogenetic protein 3 [Source:HGNC Symbol;Acc:1070],0,N,Y,N
ENSG00000153029,Tier 3A,MR1,1,181003067,181031074,1,"major histocompatibility complex, class I-related [Source:HGNC Symbol;Acc:4975]",1,N,Y,N
ENSG00000153162,Tier 3A,BMP6,6,7727030,7881655,1,bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:1073],4,N,Y,N
ENSG00000153246,Tier 3A,PLA2R1,2,160788519,160919121,-1,"phospholipase A2 receptor 1, 180kDa [Source:HGNC Symbol;Acc:9042]",2,N,Y,N
ENSG00000153283,Tier 3A,CD96,3,111011566,111384597,1,CD96 molecule [Source:HGNC Symbol;Acc:16892],0,N,Y,N
ENSG00000153563,Tier 3A,CD8A,2,87011729,87035519,-1,CD8a molecule [Source:HGNC Symbol;Acc:1706],1,N,Y,N
ENSG00000153822,Tier 3A,KCNJ16,17,68049570,68131749,1,"potassium inwardly-rectifying channel, subfamily J, member 16 [Source:HGNC Symbol;Acc:6262]",1,Y,Y,N
ENSG00000154269,Tier 3A,ENPP3,6,131949582,132068553,1,ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:HGNC Symbol;Acc:3358],1,N,Y,N
ENSG00000154721,Tier 3A,JAM2,21,27011584,27089874,1,junctional adhesion molecule 2 [Source:HGNC Symbol;Acc:14686],0,N,Y,N
ENSG00000154764,Tier 3A,WNT7A,3,13857755,13921618,-1,"wingless-type MMTV integration site family, member 7A [Source:HGNC Symbol;Acc:12786]",0,N,Y,N
ENSG00000155011,Tier 3A,DKK2,4,107842959,108204963,-1,dickkopf WNT signaling pathway inhibitor 2 [Source:HGNC Symbol;Acc:2892],0,N,Y,N
ENSG00000155657,Tier 3A,TTN,2,179390716,179695529,-1,titin [Source:HGNC Symbol;Acc:12403],2,Y,Y,N
ENSG00000156076,Tier 3A,WIF1,12,65444406,65515346,-1,WNT inhibitory factor 1 [Source:HGNC Symbol;Acc:18081],1,N,Y,N
ENSG00000156140,Tier 3A,ADAMTS3,4,73146686,73434516,-1,"ADAM metallopeptidase with thrombospondin type 1 motif, 3 [Source:HGNC Symbol;Acc:219]",2,N,Y,N
ENSG00000156218,Tier 3A,ADAMTSL3,15,84322838,84708594,1,ADAMTS-like 3 [Source:HGNC Symbol;Acc:14633],6,N,Y,N
ENSG00000156886,Tier 3A,ITGAD,16,31404633,31437826,1,"integrin, alpha D [Source:HGNC Symbol;Acc:6146]",0,N,Y,N
ENSG00000157087,Tier 3A,ATP2B2,3,10365707,10749716,-1,"ATPase, Ca++ transporting, plasma membrane 2 [Source:HGNC Symbol;Acc:815]",0,Y,N,N
ENSG00000157093,Tier 3A,LYZL4,3,42438570,42452092,-1,lysozyme-like 4 [Source:HGNC Symbol;Acc:28387],0,N,Y,N
ENSG00000157168,Tier 3A,NRG1,8,31496902,32622548,1,neuregulin 1 [Source:HGNC Symbol;Acc:7997],4,N,Y,N
ENSG00000157193,Tier 3A,LRP8,1,53711217,53793742,-1,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor [Source:HGNC Symbol;Acc:6700]",1,N,Y,N
ENSG00000157350,Tier 3A,ST3GAL2,16,70413338,70473140,-1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:10863]",1,N,Y,N
ENSG00000157542,Tier 3A,KCNJ6,21,38979678,39288749,-1,"potassium inwardly-rectifying channel, subfamily J, member 6 [Source:HGNC Symbol;Acc:6267]",1,Y,Y,N
ENSG00000157551,Tier 3A,KCNJ15,21,39529128,39679279,1,"potassium inwardly-rectifying channel, subfamily J, member 15 [Source:HGNC Symbol;Acc:6261]",0,Y,Y,N
ENSG00000157766,Tier 3A,ACAN,15,89346674,89418585,1,aggrecan [Source:HGNC Symbol;Acc:319],6,N,Y,N
ENSG00000157873,Tier 3A,TNFRSF14,1,2487078,2496821,1,"tumor necrosis factor receptor superfamily, member 14 [Source:HGNC Symbol;Acc:11912]",4,N,Y,N
ENSG00000158406,Tier 3A,HIST1H4H,6,26281283,26285762,-1,"histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]",6,N,Y,N
ENSG00000158714,Tier 3A,SLAMF8,1,159796540,159807039,1,SLAM family member 8 [Source:HGNC Symbol;Acc:21391],0,N,Y,N
ENSG00000158813,Tier 3A,EDA,X,68835911,69259319,1,ectodysplasin A [Source:HGNC Symbol;Acc:3157],4,N,Y,N
ENSG00000158815,Tier 3A,FGF17,8,21899909,21906320,1,fibroblast growth factor 17 [Source:HGNC Symbol;Acc:3673],0,N,Y,N
ENSG00000158887,Tier 3A,MPZ,1,161274525,161279762,-1,myelin protein zero [Source:HGNC Symbol;Acc:7225],0,N,Y,N
ENSG00000158955,Tier 3A,WNT9B,17,44910567,44964096,1,"wingless-type MMTV integration site family, member 9B [Source:HGNC Symbol;Acc:12779]",0,N,Y,N
ENSG00000159166,Tier 3A,LAD1,1,201342372,201368736,-1,ladinin 1 [Source:HGNC Symbol;Acc:6472],0,N,Y,N
ENSG00000159167,Tier 3A,STC1,8,23699428,23712320,-1,stanniocalcin 1 [Source:HGNC Symbol;Acc:11373],2,N,Y,N
ENSG00000159224,Tier 3A,GIP,17,47035916,47045958,-1,gastric inhibitory polypeptide [Source:HGNC Symbol;Acc:4270],1,N,Y,N
ENSG00000159307,Tier 3A,SCUBE1,22,43593289,43739394,-1,"signal peptide, CUB domain, EGF-like 1 [Source:HGNC Symbol;Acc:13441]",0,N,Y,N
ENSG00000159792,Tier 3A,PSKH1,16,67927175,67963581,1,protein serine kinase H1 [Source:HGNC Symbol;Acc:9529],11,Y,N,N
ENSG00000160111,Tier 3A,CPAMD8,19,17003758,17137625,-1,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8 [Source:HGNC Symbol;Acc:23228]",0,N,Y,N
ENSG00000160113,Tier 3A,NR2F6,19,17342692,17356749,-1,"nuclear receptor subfamily 2, group F, member 6 [Source:HGNC Symbol;Acc:7977]",4,Y,N,N
ENSG00000160145,Tier 3A,KALRN,3,123798870,124445172,1,"kalirin, RhoGEF kinase [Source:HGNC Symbol;Acc:4814]",2,Y,N,N
ENSG00000160161,Tier 3A,CILP2,19,19649057,19657468,1,cartilage intermediate layer protein 2 [Source:HGNC Symbol;Acc:24213],19,N,Y,N
ENSG00000160180,Tier 3A,TFF3,21,43731777,43735761,-1,trefoil factor 3 (intestinal) [Source:HGNC Symbol;Acc:11757],0,N,Y,N
ENSG00000160181,Tier 3A,TFF2,21,43766466,43771237,-1,trefoil factor 2 [Source:HGNC Symbol;Acc:11756],1,N,Y,N
ENSG00000160182,Tier 3A,TFF1,21,43782391,43786703,-1,trefoil factor 1 [Source:HGNC Symbol;Acc:11755],0,N,Y,N
ENSG00000160323,Tier 3A,ADAMTS13,9,136279478,136324508,1,"ADAM metallopeptidase with thrombospondin type 1 motif, 13 [Source:HGNC Symbol;Acc:1366]",10,N,Y,N
ENSG00000160349,Tier 3A,LCN1,9,138413284,138418378,1,lipocalin 1 [Source:HGNC Symbol;Acc:6525],0,N,Y,N
ENSG00000160588,Tier 3A,MPZL3,11,118097409,118123065,-1,myelin protein zero-like 3 [Source:HGNC Symbol;Acc:27279],0,N,Y,N
ENSG00000160593,Tier 3A,AMICA1,11,118064455,118095809,-1,"adhesion molecule, interacts with CXADR antigen 1 [Source:HGNC Symbol;Acc:19084]",0,N,Y,N
ENSG00000160613,Tier 3A,PCSK7,11,117075053,117103241,-1,proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748],7,N,Y,N
ENSG00000160856,Tier 3A,FCRL3,1,157644111,157670647,-1,Fc receptor-like 3 [Source:HGNC Symbol;Acc:18506],2,N,Y,N
ENSG00000160886,Tier 3A,LY6K,8,143781529,143786545,1,"lymphocyte antigen 6 complex, locus K [Source:HGNC Symbol;Acc:24225]",2,N,Y,N
ENSG00000160963,Tier 3A,COL26A1,7,101006101,101202304,1,"collagen, type XXVI, alpha 1 [Source:HGNC Symbol;Acc:18038]",0,N,Y,N
ENSG00000161249,Tier 3A,DMKN,19,35988122,36004560,-1,dermokine [Source:HGNC Symbol;Acc:25063],0,N,Y,N
ENSG00000161634,Tier 3A,DCD,12,55038375,55042277,-1,dermcidin [Source:HGNC Symbol;Acc:14669],0,N,Y,N
ENSG00000161649,Tier 3A,CD300LG,17,41924516,41940997,1,CD300 molecule-like family member g [Source:HGNC Symbol;Acc:30455],1,N,Y,N
ENSG00000161921,Tier 3A,CXCL16,17,4636821,4643217,-1,chemokine (C-X-C motif) ligand 16 [Source:HGNC Symbol;Acc:16642],0,N,Y,N
ENSG00000161955,Tier 3A,TNFSF13,17,7461609,7464925,1,"tumor necrosis factor (ligand) superfamily, member 13 [Source:HGNC Symbol;Acc:11928]",19,N,Y,N
ENSG00000162267,Tier 3A,ITIH3,3,52828784,52843025,1,inter-alpha-trypsin inhibitor heavy chain 3 [Source:HGNC Symbol;Acc:6168],11,N,Y,N
ENSG00000162490,Tier 3A,DRAXIN,1,11751786,11785914,1,dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:25054],0,N,Y,N
ENSG00000162552,Tier 3A,WNT4,1,22443798,22470462,-1,"wingless-type MMTV integration site family, member 4 [Source:HGNC Symbol;Acc:12783]",11,N,Y,N
ENSG00000162572,Tier 3A,SCNN1D,1,1215816,1227409,1,"sodium channel, non-voltage-gated 1, delta subunit [Source:HGNC Symbol;Acc:10601]",1,Y,Y,N
ENSG00000162631,Tier 3A,NTNG1,1,107682629,108026080,1,netrin G1 [Source:HGNC Symbol;Acc:23319],0,N,Y,N
ENSG00000162687,Tier 3A,KCNT2,1,196194909,196578355,-1,"potassium channel, subfamily T, member 2 [Source:HGNC Symbol;Acc:18866]",2,Y,N,N
ENSG00000162694,Tier 3A,EXTL2,1,101337943,101361554,-1,exostosin-like glycosyltransferase 2 [Source:HGNC Symbol;Acc:3516],3,N,Y,N
ENSG00000162706,Tier 3A,CADM3,1,159141399,159173103,1,cell adhesion molecule 3 [Source:HGNC Symbol;Acc:17601],3,N,Y,N
ENSG00000162729,Tier 3A,IGSF8,1,160061130,160068733,-1,"immunoglobulin superfamily, member 8 [Source:HGNC Symbol;Acc:17813]",0,N,Y,N
ENSG00000162739,Tier 3A,SLAMF6,1,160454820,160493052,-1,SLAM family member 6 [Source:HGNC Symbol;Acc:21392],1,N,Y,N
ENSG00000162745,Tier 3A,OLFML2B,1,161952982,161993644,-1,olfactomedin-like 2B [Source:HGNC Symbol;Acc:24558],2,N,Y,N
ENSG00000162836,Tier 3A,ACP6,1,147101453,147142618,-1,"acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:29609]",0,N,Y,N
ENSG00000162891,Tier 3A,IL20,1,207038699,207042568,1,interleukin 20 [Source:HGNC Symbol;Acc:6002],0,N,Y,N
ENSG00000162892,Tier 3A,IL24,1,207070788,207077484,1,interleukin 24 [Source:HGNC Symbol;Acc:11346],0,N,Y,N
ENSG00000162998,Tier 3A,FRZB,2,183698002,183731890,-1,frizzled-related protein [Source:HGNC Symbol;Acc:3959],0,N,Y,N
ENSG00000163083,Tier 3A,INHBB,2,121103719,121109384,1,"inhibin, beta B [Source:HGNC Symbol;Acc:6067]",0,N,Y,N
ENSG00000163217,Tier 3A,BMP10,2,69092613,69098649,-1,bone morphogenetic protein 10 [Source:HGNC Symbol;Acc:20869],0,N,Y,N
ENSG00000163273,Tier 3A,NPPC,2,232786530,232791113,-1,natriuretic peptide C [Source:HGNC Symbol;Acc:7941],0,N,Y,N
ENSG00000163297,Tier 3A,ANTXR2,4,80822303,81046608,-1,anthrax toxin receptor 2 [Source:HGNC Symbol;Acc:21732],0,N,Y,N
ENSG00000163359,Tier 3A,COL6A3,2,238232646,238323018,-1,"collagen, type VI, alpha 3 [Source:HGNC Symbol;Acc:2213]",0,N,Y,N
ENSG00000163389,Tier 3A,POGLUT1,3,119187785,119213555,1,protein O-glucosyltransferase 1 [Source:HGNC Symbol;Acc:22954],5,N,Y,N
ENSG00000163479,Tier 3A,SSR2,1,155978839,155990750,-1,"signal sequence receptor, beta (translocon-associated protein beta) [Source:HGNC Symbol;Acc:11324]",3,N,Y,N
ENSG00000163501,Tier 3A,IHH,2,219919142,219925189,-1,indian hedgehog [Source:HGNC Symbol;Acc:5956],4,N,Y,N
ENSG00000163520,Tier 3A,FBLN2,3,13573824,13679922,1,fibulin 2 [Source:HGNC Symbol;Acc:3601],2,N,Y,N
ENSG00000163534,Tier 3A,FCRL1,1,157764193,157789895,-1,Fc receptor-like 1 [Source:HGNC Symbol;Acc:18509],2,N,Y,N
ENSG00000163606,Tier 3A,CD200R1,3,112640056,112693969,-1,CD200 receptor 1 [Source:HGNC Symbol;Acc:24235],0,N,Y,N
ENSG00000163638,Tier 3A,ADAMTS9,3,64501333,64673676,-1,"ADAM metallopeptidase with thrombospondin type 1 motif, 9 [Source:HGNC Symbol;Acc:13202]",0,N,Y,N
ENSG00000163687,Tier 3A,DNASE1L3,3,58177984,58200424,-1,deoxyribonuclease I-like 3 [Source:HGNC Symbol;Acc:2959],0,N,Y,N
ENSG00000163710,Tier 3A,PCOLCE2,3,142534764,142608045,-1,procollagen C-endopeptidase enhancer 2 [Source:HGNC Symbol;Acc:8739],1,N,Y,N
ENSG00000163734,Tier 3A,CXCL3,4,74902306,74904524,-1,chemokine (C-X-C motif) ligand 3 [Source:HGNC Symbol;Acc:4604],0,N,Y,N
ENSG00000163735,Tier 3A,CXCL5,4,74861359,74864496,-1,chemokine (C-X-C motif) ligand 5 [Source:HGNC Symbol;Acc:10642],2,N,Y,N
ENSG00000163736,Tier 3A,PPBP,4,74852755,74853914,-1,pro-platelet basic protein (chemokine (C-X-C motif) ligand 7) [Source:HGNC Symbol;Acc:9240],2,N,Y,N
ENSG00000163737,Tier 3A,PF4,4,74846794,74847841,-1,platelet factor 4 [Source:HGNC Symbol;Acc:8861],2,N,Y,N
ENSG00000163902,Tier 3A,RPN1,3,128338817,128399918,-1,ribophorin I [Source:HGNC Symbol;Acc:10381],2,N,Y,N
ENSG00000163956,Tier 3A,LRPAP1,4,3508103,3534286,-1,low density lipoprotein receptor-related protein associated protein 1 [Source:HGNC Symbol;Acc:6701],0,N,Y,N
ENSG00000164050,Tier 3A,PLXNB1,3,48445261,48471594,-1,plexin B1 [Source:HGNC Symbol;Acc:9103],0,N,Y,N
ENSG00000164161,Tier 3A,HHIP,4,145567173,145666423,1,hedgehog interacting protein [Source:HGNC Symbol;Acc:14866],9,N,Y,N
ENSG00000164176,Tier 3A,EDIL3,5,83236373,83680611,-1,EGF-like repeats and discoidin I-like domains 3 [Source:HGNC Symbol;Acc:3173],1,N,Y,N
ENSG00000164220,Tier 3A,F2RL2,5,75911307,75919259,-1,coagulation factor II (thrombin) receptor-like 2 [Source:HGNC Symbol;Acc:3539],0,Y,Y,N
ENSG00000164265,Tier 3A,SCGB3A2,5,147250245,147261754,1,"secretoglobin, family 3A, member 2 [Source:HGNC Symbol;Acc:18391]",0,N,Y,N
ENSG00000164266,Tier 3A,SPINK1,5,147204131,147211349,-1,"serine peptidase inhibitor, Kazal type 1 [Source:HGNC Symbol;Acc:11244]",0,N,Y,N
ENSG00000164307,Tier 3A,ERAP1,5,96096521,96143803,-1,endoplasmic reticulum aminopeptidase 1 [Source:HGNC Symbol;Acc:18173],5,N,Y,N
ENSG00000164318,Tier 3A,EGFLAM,5,38258511,38465123,1,"EGF-like, fibronectin type III and laminin G domains [Source:HGNC Symbol;Acc:26810]",0,N,Y,N
ENSG00000164399,Tier 3A,IL3,5,131396222,131398897,1,"interleukin 3 (colony-stimulating factor, multiple) [Source:HGNC Symbol;Acc:6011]",8,N,Y,N
ENSG00000164485,Tier 3A,IL22RA2,6,137464968,137494785,-1,"interleukin 22 receptor, alpha 2 [Source:HGNC Symbol;Acc:14901]",0,N,Y,N
ENSG00000164530,Tier 3A,PI16,6,36922209,36932613,1,peptidase inhibitor 16 [Source:HGNC Symbol;Acc:21245],0,N,Y,N
ENSG00000164692,Tier 3A,COL1A2,7,94023873,94060544,1,"collagen, type I, alpha 2 [Source:HGNC Symbol;Acc:2198]",1,N,Y,N
ENSG00000164761,Tier 3A,TNFRSF11B,8,119935796,119964439,-1,"tumor necrosis factor receptor superfamily, member 11b [Source:HGNC Symbol;Acc:11909]",10,N,Y,N
ENSG00000164821,Tier 3A,DEFA4,8,6793344,6795860,-1,"defensin, alpha 4, corticostatin [Source:HGNC Symbol;Acc:2763]",0,N,Y,N
ENSG00000164822,Tier 3A,DEFA6,8,6782215,6783598,-1,"defensin, alpha 6, Paneth cell-specific [Source:HGNC Symbol;Acc:2765]",0,N,Y,N
ENSG00000164946,Tier 3A,FREM1,9,14734664,14910993,-1,FRAS1 related extracellular matrix 1 [Source:HGNC Symbol;Acc:23399],0,N,Y,N
ENSG00000165471,Tier 3A,MBL2,10,54525140,54531460,-1,"mannose-binding lectin (protein C) 2, soluble [Source:HGNC Symbol;Acc:6922]",0,N,Y,N
ENSG00000165661,Tier 3A,QSOX2,9,139098179,139137687,-1,quiescin Q6 sulfhydryl oxidase 2 [Source:HGNC Symbol;Acc:30249],5,N,Y,N
ENSG00000165953,Tier 3A,SERPINA12,14,94953611,94984181,-1,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12 [Source:HGNC Symbol;Acc:18359]",0,N,Y,N
ENSG00000165973,Tier 3A,NELL1,11,20691117,21597227,1,NEL-like 1 (chicken) [Source:HGNC Symbol;Acc:7750],1,N,Y,N
ENSG00000165995,Tier 3A,CACNB2,10,18429606,18830798,1,"calcium channel, voltage-dependent, beta 2 subunit [Source:HGNC Symbol;Acc:1402]",8,Y,N,N
ENSG00000166033,Tier 3A,HTRA1,10,124221041,124274424,1,HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:9476],14,N,Y,N
ENSG00000166035,Tier 3A,LIPC,15,58702768,58861151,1,"lipase, hepatic [Source:HGNC Symbol;Acc:6619]",13,Y,Y,N
ENSG00000166090,Tier 3A,IL25,14,23842018,23845612,1,interleukin 25 [Source:HGNC Symbol;Acc:13765],0,N,Y,N
ENSG00000166106,Tier 3A,ADAMTS15,11,130318869,130346532,1,"ADAM metallopeptidase with thrombospondin type 1 motif, 15 [Source:HGNC Symbol;Acc:16305]",0,N,Y,N
ENSG00000166145,Tier 3A,SPINT1,15,41136216,41150405,1,"serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:11246]",0,N,Y,N
